Gender,Under 30,Married,Dependents,Referred a Friend,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Churn Label,Age,Number of Dependents,Zip Code,Population,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,34.0,0.0,91356.0,27424.0,0.0,18.0,36.0,3.0,100.0,0.0,0.0,657.0
Male,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,22.0,0.0,92028.0,42239.0,0.0,7.0,31.0,59.0,87.0,0.0,0.0,214.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Yes,31.0,0.0,91501.0,18112.0,0.0,13.0,24.0,21.0,99.0,0.0,0.0,314.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,45.0,0.0,91502.0,11517.0,0.0,11.0,49.0,28.0,101.0,0.0,0.0,535.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,58.0,0.0,91601.0,36625.0,1.0,9.0,22.0,7.0,92.0,0.0,0.0,198.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,56.0,0.0,91605.0,57146.0,0.0,1.0,5.0,10.0,80.0,0.0,0.0,5.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,Yes,56.0,0.0,91710.0,75319.0,0.0,54.0,47.0,16.0,111.0,0.0,50.0,2524.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,36.0,0.0,91730.0,51970.0,1.0,25.0,23.0,25.0,89.0,0.0,0.0,581.0
Female,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,22.0,0.0,91732.0,62660.0,0.0,37.0,24.0,59.0,102.0,0.0,0.0,889.0
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,61.0,1.0,91733.0,45645.0,1.0,14.0,9.0,12.0,92.0,0.0,0.0,128.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,56.0,0.0,91744.0,84965.0,0.0,1.0,6.0,2.0,95.0,0.0,0.0,6.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Yes,54.0,0.0,91746.0,30802.0,0.0,13.0,5.0,26.0,91.0,0.0,80.0,71.0
Female,No,Yes,No,Yes,Yes,No,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,Yes,60.0,0.0,91748.0,46342.0,1.0,45.0,42.0,26.0,54.0,0.0,0.0,1892.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,64.0,0.0,91763.0,34447.0,0.0,1.0,22.0,25.0,70.0,0.0,0.0,22.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,58.0,0.0,91764.0,49474.0,0.0,6.0,48.0,25.0,90.0,0.0,0.0,288.0
Male,No,Yes,No,Yes,No,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,61.0,0.0,91773.0,33878.0,1.0,3.0,0.0,13.0,35.0,0.0,0.0,0.0
Male,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,Yes,27.0,1.0,91775.0,23444.0,0.0,12.0,15.0,59.0,74.0,0.0,0.0,180.0
Female,No,Yes,Yes,Yes,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,Yes,55.0,3.0,91792.0,31622.0,1.0,6.0,15.0,20.0,56.0,0.0,30.0,87.0
Female,No,No,No,No,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Yes,55.0,0.0,91901.0,16486.0,0.0,1.0,34.0,9.0,44.0,0.0,0.0,34.0
Male,Yes,No,No,No,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,0.0,91906.0,3133.0,0.0,1.0,11.0,58.0,45.0,0.0,0.0,11.0
Female,Yes,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Yes,25.0,0.0,91931.0,796.0,0.0,41.0,41.0,41.0,70.0,0.0,0.0,1672.0
Male,No,No,Yes,No,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,40.0,3.0,91932.0,26662.0,0.0,9.0,41.0,27.0,55.0,0.0,0.0,369.0
Female,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,Yes,47.0,0.0,91977.0,56100.0,1.0,33.0,16.0,24.0,104.0,0.0,100.0,517.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,57.0,0.0,92008.0,35582.0,0.0,1.0,22.0,26.0,69.0,0.0,0.0,22.0
Female,Yes,No,No,No,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,22.0,0.0,92014.0,13945.0,0.0,56.0,36.0,69.0,74.0,0.0,0.0,1993.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,33.0,0.0,92024.0,47126.0,1.0,3.0,15.0,29.0,75.0,0.0,0.0,45.0
Male,Yes,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,0.0,92027.0,48690.0,0.0,1.0,46.0,58.0,70.0,0.0,0.0,46.0
Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,57.0,1.0,92036.0,3577.0,1.0,5.0,12.0,19.0,80.0,0.0,0.0,58.0
Female,No,Yes,Yes,Yes,No,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,37.0,1.0,92060.0,234.0,1.0,1.0,0.0,19.0,30.0,0.0,0.0,0.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,Yes,34.0,0.0,92064.0,47969.0,1.0,70.0,30.0,3.0,98.0,0.0,20.0,2071.0
Female,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,20.0,0.0,92075.0,12173.0,0.0,48.0,5.0,47.0,107.0,0.0,0.0,249.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,55.0,0.0,92103.0,30202.0,1.0,24.0,18.0,29.0,75.0,0.0,0.0,426.0
Male,Yes,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,Yes,22.0,0.0,92111.0,46828.0,0.0,1.0,20.0,0.0,20.0,0.0,0.0,20.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,52.0,0.0,92113.0,47431.0,0.0,4.0,48.0,13.0,74.0,0.0,0.0,191.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,63.0,0.0,92130.0,28201.0,1.0,30.0,7.0,24.0,94.0,0.0,0.0,210.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Yes,53.0,0.0,92201.0,56307.0,0.0,8.0,30.0,12.0,96.0,0.0,0.0,237.0
Female,No,Yes,No,Yes,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Yes,49.0,0.0,92223.0,17721.0,1.0,41.0,32.0,28.0,66.0,0.0,0.0,1313.0
Male,Yes,No,No,No,No,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,29.0,0.0,92230.0,2355.0,0.0,3.0,0.0,85.0,35.0,0.0,0.0,0.0
Male,No,No,No,No,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,63.0,0.0,92233.0,7857.0,0.0,3.0,47.0,16.0,50.0,0.0,0.0,140.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Yes,51.0,0.0,92241.0,5529.0,0.0,40.0,38.0,15.0,104.0,0.0,0.0,1508.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,47.0,0.0,92249.0,3535.0,0.0,23.0,19.0,24.0,81.0,0.0,0.0,430.0
Female,Yes,No,No,No,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,28.0,0.0,92251.0,14546.0,0.0,4.0,18.0,59.0,60.0,0.0,0.0,72.0
Male,No,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,64.0,2.0,92259.0,471.0,1.0,1.0,38.0,26.0,71.0,0.0,0.0,38.0
Male,No,No,No,No,Yes,No,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,Yes,44.0,0.0,92264.0,18884.0,0.0,12.0,10.0,23.0,60.0,0.0,0.0,115.0
Female,No,No,No,No,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,40.0,0.0,92273.0,1632.0,0.0,9.0,42.0,29.0,44.0,0.0,0.0,377.0
Female,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,28.0,0.0,92282.0,805.0,0.0,67.0,38.0,30.0,103.0,0.0,0.0,2512.0
Female,No,Yes,No,No,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,36.0,0.0,90001.0,54492.0,0.0,1.0,0.0,10.0,30.0,0.0,0.0,0.0
Male,No,No,No,No,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,No,46.0,0.0,90002.0,44586.0,0.0,34.0,17.0,16.0,57.0,0.0,0.0,581.0
Male,No,No,No,No,No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,No,53.0,0.0,90004.0,67852.0,0.0,45.0,0.0,10.0,42.0,0.0,0.0,0.0
Male,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,No,42.0,3.0,90007.0,45025.0,0.0,22.0,30.0,53.0,89.0,0.0,0.0,650.0
Female,No,No,No,No,No,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,No,42.0,0.0,90008.0,30852.0,0.0,10.0,0.0,8.0,30.0,0.0,0.0,0.0
Male,No,No,No,No,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,No,48.0,0.0,90011.0,101215.0,0.0,62.0,8.0,8.0,56.0,0.0,0.0,494.0
Male,No,Yes,Yes,Yes,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,No,37.0,2.0,90012.0,30596.0,1.0,13.0,30.0,22.0,50.0,0.0,150.0,386.0
Male,Yes,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,21.0,0.0,90013.0,9732.0,0.0,16.0,33.0,0.0,19.0,0.0,0.0,522.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,No,39.0,0.0,90014.0,3524.0,7.0,58.0,6.0,10.0,100.0,0.0,0.0,330.0
Male,Yes,No,No,No,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,27.0,0.0,90016.0,46984.0,0.0,25.0,10.0,48.0,106.0,0.0,0.0,260.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,No,48.0,0.0,90017.0,20692.0,7.0,69.0,33.0,3.0,113.0,0.0,0.0,2293.0
Female,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,No,57.0,0.0,90018.0,47143.0,0.0,52.0,23.0,0.0,21.0,0.0,0.0,1173.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,No,61.0,0.0,90019.0,67520.0,0.0,71.0,15.0,7.0,107.0,0.0,0.0,1042.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,No,30.0,0.0,90021.0,3012.0,0.0,21.0,6.0,73.0,90.0,0.0,30.0,136.0
Male,No,Yes,No,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,No,45.0,0.0,90023.0,47487.0,10.0,12.0,11.0,0.0,20.0,0.0,0.0,132.0
Female,Yes,Yes,No,Yes,Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,No,25.0,0.0,90025.0,41175.0,1.0,58.0,49.0,76.0,60.0,0.0,0.0,2841.0
Male,No,Yes,Yes,Yes,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,No,42.0,2.0,90026.0,73686.0,3.0,49.0,5.0,30.0,60.0,0.0,0.0,259.0
Female,Yes,No,No,No,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,25.0,0.0,90027.0,48727.0,0.0,30.0,19.0,27.0,55.0,0.0,0.0,582.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,36.0,0.0,90031.0,38415.0,9.0,72.0,11.0,28.0,90.0,0.0,0.0,786.0
Female,No,Yes,No,Yes,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,No,46.0,0.0,90035.0,27799.0,5.0,27.0,40.0,13.0,66.0,0.0,0.0,1086.0
Male,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,No,35.0,0.0,90036.0,32901.0,0.0,1.0,24.0,0.0,20.0,0.0,0.0,24.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,No,60.0,0.0,90038.0,32562.0,7.0,72.0,24.0,26.0,100.0,0.0,0.0,1704.0
Female,Yes,No,No,No,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,19.0,0.0,90040.0,9805.0,0.0,46.0,42.0,69.0,75.0,0.0,0.0,1952.0
Male,No,Yes,No,Yes,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,No,53.0,0.0,90043.0,44764.0,6.0,10.0,26.0,7.0,50.0,0.0,0.0,262.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,No,52.0,0.0,90044.0,87383.0,8.0,70.0,29.0,23.0,69.0,0.0,80.0,2057.0
Female,Yes,Yes,No,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,28.0,0.0,90045.0,39334.0,8.0,17.0,9.0,0.0,21.0,0.0,0.0,149.0
Female,No,No,No,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,No,36.0,0.0,90046.0,49839.0,0.0,63.0,13.0,17.0,80.0,0.0,0.0,808.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,42.0,0.0,90047.0,47107.0,1.0,13.0,12.0,29.0,76.0,0.0,0.0,153.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,49.0,0.0,90048.0,21739.0,0.0,49.0,27.0,24.0,84.0,0.0,0.0,1333.0
Male,Yes,No,No,No,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,No,22.0,0.0,90049.0,33523.0,0.0,2.0,41.0,71.0,49.0,0.0,0.0,82.0
Male,Yes,No,No,No,Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,23.0,0.0,90057.0,44004.0,0.0,52.0,29.0,73.0,80.0,0.0,0.0,1516.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,No,64.0,0.0,90058.0,3642.0,7.0,69.0,40.0,17.0,64.0,0.0,40.0,2752.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,No,44.0,0.0,90066.0,55204.0,2.0,63.0,1.0,16.0,100.0,0.0,0.0,90.0
Female,No,Yes,No,Yes,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,61.0,0.0,90068.0,21728.0,10.0,34.0,25.0,0.0,25.0,0.0,0.0,857.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,No,40.0,0.0,90069.0,20408.0,0.0,72.0,9.0,21.0,108.0,0.0,60.0,682.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,34.0,0.0,90071.0,21.0,3.0,47.0,38.0,14.0,100.0,0.0,0.0,1793.0
Male,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,27.0,0.0,90077.0,10470.0,0.0,60.0,43.0,52.0,90.0,0.0,0.0,2573.0
Male,No,Yes,No,Yes,No,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,36.0,0.0,90201.0,105285.0,7.0,72.0,0.0,17.0,42.0,0.0,0.0,0.0
Female,No,Yes,No,Yes,Yes,No,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,No,43.0,0.0,90210.0,21397.0,2.0,18.0,45.0,7.0,54.0,0.0,0.0,809.0
Female,No,No,No,No,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,53.0,0.0,90212.0,11355.0,0.0,3.0,39.0,20.0,75.0,0.0,0.0,117.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,No,32.0,0.0,90220.0,47305.0,8.0,47.0,40.0,30.0,79.0,0.0,0.0,1857.0
Female,No,No,No,No,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,No,61.0,0.0,90221.0,51387.0,0.0,31.0,26.0,27.0,79.0,0.0,70.0,793.0
Female,No,Yes,No,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,37.0,0.0,90222.0,29825.0,5.0,50.0,27.0,0.0,20.0,0.0,0.0,1348.0
Male,Yes,No,No,No,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,29.0,0.0,90230.0,31963.0,0.0,10.0,48.0,42.0,80.0,0.0,0.0,484.0
Male,No,No,No,No,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,No,39.0,0.0,90232.0,15195.0,0.0,1.0,26.0,5.0,49.0,0.0,0.0,26.0
Female,Yes,Yes,No,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,No,24.0,0.0,90240.0,24908.0,3.0,52.0,6.0,0.0,20.0,0.0,0.0,294.0
Male,No,Yes,No,Yes,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,No,40.0,0.0,90242.0,42459.0,4.0,62.0,49.0,0.0,24.0,0.0,0.0,3021.0
Female,No,No,Yes,No,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,No,51.0,3.0,90245.0,16041.0,0.0,3.0,40.0,56.0,64.0,0.0,60.0,119.0
Female,No,No,No,No,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,No,50.0,0.0,90248.0,9960.0,0.0,46.0,2.0,7.0,56.0,0.0,0.0,93.0
Female,No,Yes,Yes,Yes,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,No,62.0,1.0,90249.0,26442.0,1.0,8.0,39.0,18.0,55.0,0.0,0.0,310.0
Female,No,Yes,No,Yes,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,No,48.0,0.0,90254.0,18693.0,4.0,45.0,22.0,0.0,26.0,0.0,0.0,1012.0
Female,Yes,Yes,Yes,Yes,No,No,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,No,23.0,1.0,90260.0,33300.0,1.0,11.0,0.0,41.0,51.0,0.0,0.0,0.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,No,38.0,0.0,90263.0,11.0,0.0,42.0,40.0,28.0,104.0,0.0,110.0,1686.0
Female,No,Yes,No,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,No,31.0,0.0,90265.0,19630.0,10.0,49.0,3.0,0.0,20.0,0.0,0.0,138.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,No,30.0,0.0,90266.0,33758.0,0.0,9.0,5.0,69.0,99.0,0.0,0.0,43.0
Female,No,Yes,No,Yes,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,No,51.0,0.0,90270.0,28094.0,1.0,35.0,25.0,30.0,62.0,0.0,0.0,859.0
Female,Yes,Yes,No,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,24.0,0.0,90272.0,22548.0,10.0,48.0,38.0,0.0,21.0,0.0,0.0,1822.0
Female,No,Yes,No,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,No,56.0,0.0,90274.0,24979.0,1.0,46.0,30.0,0.0,20.0,0.0,0.0,1402.0
Male,No,Yes,No,Yes,No,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,No,47.0,0.0,90275.0,41263.0,4.0,29.0,0.0,22.0,34.0,0.0,0.0,0.0
Male,No,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,No,32.0,3.0,90277.0,34191.0,5.0,30.0,6.0,21.0,82.0,0.0,120.0,186.0
Male,No,Yes,No,No,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,57.0,0.0,90280.0,96267.0,0.0,66.0,6.0,26.0,84.0,0.0,0.0,411.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,No,50.0,0.0,90290.0,5451.0,0.0,65.0,42.0,14.0,111.0,0.0,0.0,2716.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,52.0,0.0,90291.0,31021.0,0.0,72.0,25.0,12.0,101.0,0.0,0.0,1766.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,No,50.0,0.0,90293.0,11264.0,1.0,71.0,5.0,26.0,67.0,0.0,0.0,344.0
Male,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,62.0,0.0,90302.0,30779.0,0.0,52.0,28.0,0.0,21.0,0.0,0.0,1472.0
